"index","obj","pred","sub","val"
"s-10613","drug-DB09205","hasSameState","drug-DB06181","1.0"
"s-22663","drug-DB13145","hasCommonIndication","drug-DB00218","0.0"
"s-12011","drug-DB02547","hasSameState","drug-DB04771","1.0"
"s-21180","drug-DB00602","hasCommonIndication","drug-DB00676","1.0"
"s-04570","drug-DB00538","hasCommonProducer","drug-DB01632","0.0"
"s-04357","drug-DB04147","hasCommonProducer","drug-DB09272","0.0"
"s-18713","disease-DS011999","hasIndication","drug-DB11884","0.0"
"s-17230","disease-DS007277","hasIndication","drug-DB00701","1.0"
"s-17017","disease-DS003192","hasIndication","drug-DB06448","1.0"
"s-01593","drug-DB00996","hasCommonProducer","drug-DB00181","1.0"
"s-09576","drug-DB02828","interactsWith","drug-DB13241","0.0"
"s-08093","drug-DB06812","interactsWith","drug-DB01397","0.0"
"s-15736","disease-DS001400","hasIndication","drug-DB05494","1.0"
"s-02203","drug-DB10929","hasCommonProducer","drug-DB10395","1.0"
"s-14253","drug-DB10933","hasSameState","drug-DB05344","0.0"
"s-11372","drug-DB12926","hasSameState","drug-DB01536","1.0"
"s-11159","drug-DB00232","hasSameState","drug-DB04824","1.0"
"s-12972","drug-DB11601","hasSameState","drug-DB02399","0.0"
"s-00922","drug-DB11482","hasCommonProducer","drug-DB14200","1.0"
"s-06599","drug-DB01536","interactsWith","drug-DB01352","1.0"
"s-08905","drug-DB11661","interactsWith","drug-DB01264","0.0"
"s-12759","drug-DB13923","hasSameState","drug-DB07991","0.0"
"s-00709","drug-DB00513","hasCommonProducer","drug-DB11205","1.0"
"s-24032","drug-DB10583","hasCommonIndication","drug-DB14603","0.0"
"s-07422","drug-DB00211","interactsWith","drug-DB00215","1.0"
"s-19472","disease-DS003244","hasIndication","drug-DB11617","0.0"
"s-07209","drug-DB13989","interactsWith","drug-DB00359","1.0"
"s-19259","disease-DS011021","hasIndication","drug-DB12753","0.0"
"s-10701","drug-DB09532","hasSameState","drug-DB10902","1.0"
"s-22751","drug-DB10061","hasCommonIndication","drug-DB07408","0.0"
"s-22538","drug-DB03274","hasCommonIndication","drug-DB05244","0.0"
"s-05928","drug-DB13156","interactsWith","drug-DB00200","1.0"
"s-17978","disease-DS012912","hasIndication","drug-DB08604","0.0"
"s-21055","drug-DB06659","hasCommonIndication","drug-DB05076","1.0"
"s-04445","drug-DB07390","hasCommonProducer","drug-DB13563","0.0"
"s-16495","disease-DS012072","hasIndication","drug-DB09042","1.0"
"s-18801","disease-DS013402","hasIndication","drug-DB02431","0.0"
"s-17105","disease-DS003236","hasIndication","drug-DB00774","1.0"
"s-01681","drug-DB11126","hasCommonProducer","drug-DB00326","1.0"
"s-09664","drug-DB14165","interactsWith","drug-DB06697","0.0"
"s-01468","drug-DB01381","hasCommonProducer","drug-DB13124","1.0"
"s-08181","drug-DB02828","interactsWith","drug-DB00829","0.0"
"s-15824","disease-DS009487","hasIndication","drug-DB11699","1.0"
"s-24993","drug-DB07318","hasCommonIndication","drug-DB07026","0.0"
"s-14341","drug-DB12415","hasSameState","drug-DB07885","0.0"
"s-11460","drug-DB00108","hasSameState","drug-DB01278","1.0"
"s-14128","drug-DB13889","hasSameState","drug-DB12442","0.0"
"s-11247","drug-DB03721","hasSameState","drug-DB02295","1.0"
"s-23297","drug-DB00007","hasCommonIndication","drug-DB01662","0.0"
"s-06687","drug-DB11126","interactsWith","drug-DB14068","1.0"
"s-12847","drug-DB12390","hasSameState","drug-DB03608","0.0"
"s-24120","drug-DB04252","hasCommonIndication","drug-DB02545","0.0"
"s-07510","drug-DB06812","interactsWith","drug-DB00303","0.0"
"s-19560","disease-DS000797","hasIndication","drug-DB10905","0.0"
"s-19347","disease-DS002554","hasIndication","drug-DB08765","0.0"
"s-22626","drug-DB08530","hasCommonIndication","drug-DB02414","0.0"
"s-21143","drug-DB01618","hasCommonIndication","drug-DB05676","1.0"
"s-04533","drug-DB00723","hasCommonProducer","drug-DB00247","0.0"
"s-16583","disease-DS005341","hasIndication","drug-DB00303","1.0"
"s-03050","drug-DB12074","hasCommonProducer","drug-DB00675","0.0"
"s-09752","drug-DB08355","interactsWith","drug-DB00285","0.0"
"s-01556","drug-DB14177","hasCommonProducer","drug-DB14198","1.0"
"s-09539","drug-DB14165","interactsWith","drug-DB11636","0.0"
"s-15912","disease-DS002554","hasIndication","drug-DB00291","1.0"
"s-00073","drug-DB11165","hasCommonProducer","drug-DB11222","1.0"
"s-08056","drug-DB06812","interactsWith","drug-DB01351","0.0"
"s-24868","drug-DB06404","hasCommonIndication","drug-DB07670","0.0"
"s-14216","drug-DB09337","hasSameState","drug-DB12220","0.0"
"s-11335","drug-DB08365","hasSameState","drug-DB00820","1.0"
"s-23385","drug-DB01059","hasCommonIndication","drug-DB12985","0.0"
"s-06775","drug-DB00607","interactsWith","drug-DB11636","1.0"
"s-12935","drug-DB09098","hasSameState","drug-DB01186","0.0"
"s-05292","drug-DB00273","interactsWith","drug-DB13345","1.0"
"s-05079","drug-DB00681","interactsWith","drug-DB01628","1.0"
"s-19435","disease-DS010043","hasIndication","drug-DB11344","0.0"
"s-03798","drug-DB08190","hasCommonProducer","drug-DB13039","0.0"
"s-22714","drug-DB11907","hasCommonIndication","drug-DB04782","0.0"
"s-21231","drug-DB01582","hasCommonIndication","drug-DB01369","1.0"
"s-04621","drug-DB02445","hasCommonProducer","drug-DB13786","0.0"
"s-16671","disease-DS008348","hasIndication","drug-DB13896","1.0"
"s-21018","drug-DB06706","hasCommonIndication","drug-DB00692","1.0"
"s-04408","drug-DB03212","hasCommonProducer","drug-DB01233","0.0"
"s-16458","disease-DS004321","hasIndication","drug-DB12589","1.0"
"s-09840","drug-DB11661","interactsWith","drug-DB08981","0.0"
"s-01644","drug-DB14446","hasCommonProducer","drug-DB14449","1.0"
"s-09627","drug-DB06812","interactsWith","drug-DB11094","0.0"
"s-13694","drug-DB13975","hasSameState","drug-DB12274","0.0"
"s-00161","drug-DB09145","hasCommonProducer","drug-DB09098","1.0"
"s-08144","drug-DB14165","interactsWith","drug-DB01583","0.0"
"s-24956","drug-DB04932","hasCommonIndication","drug-DB10559","0.0"
"s-14304","drug-DB12224","hasSameState","drug-DB00770","0.0"
"s-11423","drug-DB01017","hasSameState","drug-DB14687","1.0"
"s-23473","drug-DB07068","hasCommonIndication","drug-DB00995","0.0"
"s-06863","drug-DB13953","interactsWith","drug-DB09234","1.0"
"s-05380","drug-DB01246","interactsWith","drug-DB00757","1.0"
"s-05167","drug-DB00458","interactsWith","drug-DB09246","1.0"
"s-19523","disease-DS008234","hasIndication","drug-DB14227","0.0"
"s-21979","drug-DB01580","hasCommonIndication","drug-DB01396","1.0"
"s-18040","disease-DS010456","hasIndication","drug-DB04234","0.0"
"s-03886","drug-DB06876","hasCommonProducer","drug-DB10298","0.0"
"s-20496","drug-DB06433","hasCommonIndication","drug-DB05801","1.0"
"s-22802","drug-DB00010","hasCommonIndication","drug-DB02644","0.0"
"s-21106","drug-DB01002","hasCommonIndication","drug-DB00281","1.0"
"s-16546","disease-DS007692","hasIndication","drug-DB00530","1.0"
"s-03013","drug-DB14677","hasCommonProducer","drug-DB12277","0.0"
"s-15063","disease-DS005327","hasIndication","drug-DB00492","1.0"
"s-13782","drug-DB05237","hasSameState","drug-DB08684","0.0"
"s-01732","drug-DB00140","hasCommonProducer","drug-DB09325","1.0"
"s-09715","drug-DB13950","interactsWith","drug-DB04892","0.0"
"s-01519","drug-DB14457","hasCommonProducer","drug-DB10792","1.0"
"s-13569","drug-DB05257","hasSameState","drug-DB08071","0.0"
"s-08232","drug-DB14165","interactsWith","drug-DB01149","0.0"
"s-10688","drug-DB10693","hasSameState","drug-DB04360","1.0"
"s-00036","drug-DB00122","hasCommonProducer","drug-DB14103","1.0"
"s-08019","drug-DB11661","interactsWith","drug-DB01156","0.0"
"s-12086","drug-DB09561","hasSameState","drug-DB01998","1.0"
"s-11511","drug-DB03253","hasSameState","drug-DB12117","1.0"
"s-23561","drug-DB08177","hasCommonIndication","drug-DB08162","0.0"
"s-06951","drug-DB00180","interactsWith","drug-DB11471","1.0"
"s-23348","drug-DB08995","hasCommonIndication","drug-DB07938","0.0"
"s-06738","drug-DB09244","interactsWith","drug-DB01020","1.0"
"s-18788","disease-DS011340","hasIndication","drug-DB10582","0.0"
"s-05255","drug-DB00789","interactsWith","drug-DB09292","1.0"
"s-19611","disease-DS012073","hasIndication","drug-DB05662","0.0"
"s-20584","drug-DB00320","hasCommonIndication","drug-DB01104","1.0"
"s-03974","drug-DB13232","hasCommonProducer","drug-DB03247","0.0"
"s-02491","drug-DB00825","hasCommonProducer","drug-DB14307","1.0"
"s-02278","drug-DB00704","hasCommonProducer","drug-DB00295","1.0"
"s-16634","disease-DS000305","hasIndication","drug-DB05308","1.0"
"s-03101","drug-DB04416","hasCommonProducer","drug-DB14618","0.0"
"s-15151","disease-DS002572","hasIndication","drug-DB01564","1.0"
"s-00997","drug-DB11062","hasCommonProducer","drug-DB09495","1.0"
"s-01820","drug-DB04272","hasCommonProducer","drug-DB11233","1.0"
"s-07497","drug-DB00422","interactsWith","drug-DB00759","1.0"
"s-09803","drug-DB00799","interactsWith","drug-DB09240","0.0"
"s-13870","drug-DB11030","hasSameState","drug-DB03567","0.0"
"s-01607","drug-DB10956","hasCommonProducer","drug-DB11031","1.0"
"s-13657","drug-DB00065","hasSameState","drug-DB11636","0.0"
"s-08320","drug-DB14165","interactsWith","drug-DB12151","0.0"
"s-10776","drug-DB08073","hasSameState","drug-DB03102","1.0"
"s-00124","drug-DB00761","hasCommonProducer","drug-DB14502","1.0"
"s-08107","drug-DB06812","interactsWith","drug-DB08872","0.0"
"s-12174","drug-DB01427","hasSameState","drug-DB03651","1.0"
"s-24919","drug-DB02471","hasCommonIndication","drug-DB07760","0.0"
"s-23436","drug-DB11234","hasCommonIndication","drug-DB03877","0.0"
"s-06826","drug-DB14585","interactsWith","drug-DB00732","1.0"
"s-18876","disease-DS000465","hasIndication","drug-DB00161","0.0"
"s-05343","drug-DB09174","interactsWith","drug-DB01036","1.0"
"s-17393","disease-DS005091","hasIndication","drug-DB00307","1.0"
"s-20672","drug-DB00602","hasCommonIndication","drug-DB13746","1.0"
"s-18003","disease-DS009925","hasIndication","drug-DB07511","0.0"
"s-20459","drug-DB00066","hasCommonIndication","drug-DB01420","1.0"
"s-03849","drug-DB00142","hasCommonProducer","drug-DB04542","0.0"
"s-15899","disease-DS007742","hasIndication","drug-DB05032","1.0"
"s-02366","drug-DB00388","hasCommonProducer","drug-DB00283","1.0"
"s-16722","disease-DS002843","hasIndication","drug-DB01237","1.0"
"s-16509","disease-DS000204","hasIndication","drug-DB05441","1.0"
"s-15026","disease-DS008694","hasIndication","drug-DB08900","1.0"
"s-24195","drug-DB14219","hasCommonIndication","drug-DB14528","0.0"
"s-07585","drug-DB14165","interactsWith","drug-DB09017","0.0"
"s-13745","drug-DB10883","hasSameState","drug-DB14650","0.0"
"s-10864","drug-DB02504","hasSameState","drug-DB12165","1.0"
"s-00212","drug-DB11365","hasCommonProducer","drug-DB14312","1.0"
"s-12262","drug-DB10426","hasSameState","drug-DB06201","1.0"
"s-12049","drug-DB02056","hasSameState","drug-DB02197","1.0"
"s-23524","drug-DB13037","hasCommonIndication","drug-DB01833","0.0"
"s-06914","drug-DB00741","interactsWith","drug-DB00414","1.0"
"s-18964","disease-DS007148","hasIndication","drug-DB03851","0.0"
"s-22041","drug-DB00560","hasCommonIndication","drug-DB00080","1.0"
"s-05431","drug-DB10318","interactsWith","drug-DB05488","1.0"
"s-17481","disease-DS007144","hasIndication","drug-DB06368","1.0"
"s-05218","drug-DB01466","interactsWith","drug-DB01454","1.0"
"s-17268","disease-DS007178","hasIndication","drug-DB00348","1.0"
"s-20760","drug-DB08842","hasCommonIndication","drug-DB05826","1.0"
"s-20547","drug-DB00515","hasCommonIndication","drug-DB05282","1.0"
"s-03937","drug-DB00641","hasCommonProducer","drug-DB05411","0.0"
"s-15987","disease-DS007540","hasIndication","drug-DB00783","1.0"
"s-02454","drug-DB14302","hasCommonProducer","drug-DB01381","1.0"
"s-16810","disease-DS003293","hasIndication","drug-DB09292","1.0"
"s-15114","disease-DS007274","hasIndication","drug-DB00008","1.0"
"s-24283","drug-DB07452","hasCommonIndication","drug-DB07060","0.0"
"s-07673","drug-DB00799","interactsWith","drug-DB08797","0.0"
"s-13833","drug-DB10848","hasSameState","drug-DB05304","0.0"
"s-06190","drug-DB11133","interactsWith","drug-DB00407","1.0"
"s-10952","drug-DB08166","hasSameState","drug-DB07006","1.0"
"s-00300","drug-DB00983","hasCommonProducer","drug-DB14512","1.0"
"s-12350","drug-DB09304","hasSameState","drug-DB02883","1.0"
"s-10739","drug-DB10576","hasSameState","drug-DB12313","1.0"
"s-22789","drug-DB08680","hasCommonIndication","drug-DB03209","0.0"
"s-12137","drug-DB05650","hasSameState","drug-DB11757","1.0"
"s-04696","drug-DB04876","hasCommonProducer","drug-DB14253","0.0"
"s-23612","drug-DB08535","hasCommonIndication","drug-DB01932","0.0"
"s-18839","disease-DS008717","hasIndication","drug-DB08171","0.0"
"s-05306","drug-DB08827","interactsWith","drug-DB08439","1.0"
"s-17356","disease-DS000114","hasIndication","drug-DB00719","1.0"
"s-20635","drug-DB14542","hasCommonIndication","drug-DB01130","1.0"
"s-02542","drug-DB11174","hasCommonProducer","drug-DB12967","0.0"
"s-14592","drug-DB01614","hasSameState","drug-DB14608","0.0"
"s-02329","drug-DB10403","hasCommonProducer","drug-DB10713","1.0"
"s-14379","drug-DB08823","hasSameState","drug-DB05450","0.0"
"s-09042","drug-DB02828","interactsWith","drug-DB06822","0.0"
"s-11498","drug-DB13969","hasSameState","drug-DB08620","1.0"
"s-15202","disease-DS007417","hasIndication","drug-DB00017","1.0"
"s-07761","drug-DB00441","interactsWith","drug-DB09117","0.0"
"s-24371","drug-DB01273","hasCommonIndication","drug-DB05751","0.0"
"s-24158","drug-DB08763","hasCommonIndication","drug-DB02269","0.0"
"s-07548","drug-DB04783","interactsWith","drug-DB00544","0.0"
"s-19598","disease-DS000424","hasIndication","drug-DB04109","0.0"
"s-13921","drug-DB12204","hasSameState","drug-DB06280","0.0"
"s-13708","drug-DB10895","hasSameState","drug-DB03189","0.0"
"s-06065","drug-DB13956","interactsWith","drug-DB01394","1.0"
"s-10827","drug-DB00464","hasSameState","drug-DB10291","1.0"
"s-22877","drug-DB08408","hasCommonIndication","drug-DB07924","0.0"
"s-12225","drug-DB14045","hasSameState","drug-DB13994","1.0"
"s-04784","drug-DB00423","hasCommonProducer","drug-DB11210","0.0"
"s-21394","drug-DB01356","hasCommonIndication","drug-DB00875","1.0"
"s-23700","drug-DB11870","hasCommonIndication","drug-DB07063","0.0"
"s-18927","disease-DS006658","hasIndication","drug-DB09246","0.0"
"s-03088","drug-DB02655","hasCommonProducer","drug-DB06853","0.0"
"s-22004","drug-DB06647","hasCommonIndication","drug-DB08911","1.0"
"s-17444","disease-DS007705","hasIndication","drug-DB01225","1.0"
"s-20723","drug-DB01578","hasCommonIndication","drug-DB06261","1.0"
"s-02630","drug-DB02871","hasCommonProducer","drug-DB07820","0.0"
"s-14680","drug-DB11010","hasSameState","drug-DB09279","0.0"
"s-02417","drug-DB11331","hasCommonProducer","drug-DB11332","1.0"
"s-14467","drug-DB11834","hasSameState","drug-DB12067","0.0"
"s-09130","drug-DB02828","interactsWith","drug-DB01268","0.0"
"s-11586","drug-DB00417","hasSameState","drug-DB09103","1.0"
"s-24246","drug-DB01817","hasCommonIndication","drug-DB02406","0.0"
"s-07636","drug-DB02990","interactsWith","drug-DB03701","0.0"
"s-19686","disease-DS011499","hasIndication","drug-DB03347","0.0"
"s-06153","drug-DB00717","interactsWith","drug-DB06589","1.0"
"s-10915","drug-DB07940","hasSameState","drug-DB08954","1.0"
"s-22965","drug-DB05882","hasCommonIndication","drug-DB02037","0.0"
"s-12313","drug-DB08522","hasSameState","drug-DB00692","1.0"
"s-21482","drug-DB01042","hasCommonIndication","drug-DB08834","1.0"
"s-04872","drug-DB07140","hasCommonProducer","drug-DB04794","0.0"
"s-21269","drug-DB13151","hasCommonIndication","drug-DB00036","1.0"
"s-04659","drug-DB01405","hasCommonProducer","drug-DB12028","0.0"
"s-03176","drug-DB02485","hasCommonProducer","drug-DB11352","0.0"
"s-17532","disease-DS003294","hasIndication","drug-DB11799","0.0"
"s-17319","disease-DS007181","hasIndication","drug-DB13518","1.0"
"s-01895","drug-DB10398","hasCommonProducer","drug-DB10486","1.0"
"s-09878","drug-DB13950","interactsWith","drug-DB00597","0.0"
"s-20811","drug-DB05299","hasCommonIndication","drug-DB06656","1.0"
"s-08395","drug-DB06812","interactsWith","drug-DB01409","0.0"
"s-00199","drug-DB09145","hasCommonProducer","drug-DB01086","1.0"
"s-02505","drug-DB05196","hasCommonProducer","drug-DB14306","0.0"
"s-14555","drug-DB08902","hasSameState","drug-DB00691","0.0"
"s-11674","drug-DB04622","hasSameState","drug-DB12457","1.0"
"s-01022","drug-DB01114","hasCommonProducer","drug-DB11315","1.0"
"s-09005","drug-DB04783","interactsWith","drug-DB08860","0.0"
"s-13072","drug-DB09443","hasSameState","drug-DB12858","0.0"
"s-10191","drug-DB14367","hasSameState","drug-DB06782","1.0"
"s-24334","drug-DB03514","hasCommonIndication","drug-DB02681","0.0"
"s-07724","drug-DB14165","interactsWith","drug-DB01077","0.0"
"s-19774","disease-DS002707","hasIndication","drug-DB13095","0.0"
"s-06241","drug-DB00842","interactsWith","drug-DB00688","1.0"
"s-18291","disease-DS006415","hasIndication","drug-DB05402","0.0"
"s-06028","drug-DB04908","interactsWith","drug-DB13955","1.0"
"s-18078","disease-DS007377","hasIndication","drug-DB00570","0.0"
"s-12401","drug-DB12980","hasSameState","drug-DB05124","1.0"
"s-21570","drug-DB00436","hasCommonIndication","drug-DB01116","1.0"
"s-04960","drug-DB13765","hasCommonProducer","drug-DB10661","0.0"
"s-21357","drug-DB12267","hasCommonIndication","drug-DB06342","1.0"
"s-04747","drug-DB11756","hasCommonProducer","drug-DB07441","0.0"
"s-16797","disease-DS002766","hasIndication","drug-DB05236","1.0"
"s-03264","drug-DB07625","hasCommonProducer","drug-DB08835","0.0"
"s-17620","disease-DS006798","hasIndication","drug-DB11797","0.0"
"s-17407","disease-DS009490","hasIndication","drug-DB01069","1.0"
"s-01983","drug-DB14183","hasCommonProducer","drug-DB14196","1.0"
"s-09966","drug-DB06812","interactsWith","drug-DB01208","0.0"
"s-08483","drug-DB11661","interactsWith","drug-DB01553","0.0"
"s-00287","drug-DB00741","hasCommonProducer","drug-DB14541","1.0"
"s-14643","drug-DB10968","hasSameState","drug-DB05966","0.0"
"s-11762","drug-DB14316","hasSameState","drug-DB05071","1.0"
"s-01110","drug-DB00994","hasCommonProducer","drug-DB00591","1.0"
"s-13160","drug-DB10913","hasSameState","drug-DB02500","0.0"
"s-11549","drug-DB11276","hasSameState","drug-DB03181","1.0"
"s-23599","drug-DB00274","hasCommonIndication","drug-DB05014","0.0"
"s-06989","drug-DB08890","interactsWith","drug-DB00771","1.0"
"s-10066","drug-DB01451","hasSameState","drug-DB08759","1.0"
"s-24422","drug-DB02226","hasCommonIndication","drug-DB01472","0.0"
"s-07812","drug-DB11661","interactsWith","drug-DB09111","0.0"
"s-19862","disease-DS002604","hasIndication","drug-DB11324","0.0"
"s-24209","drug-DB11267","hasCommonIndication","drug-DB00010","0.0"
"s-19649","disease-DS004624","hasIndication","drug-DB07229","0.0"
"s-06116","drug-DB06292","interactsWith","drug-DB00497","1.0"
"s-18166","disease-DS000636","hasIndication","drug-DB01527","0.0"
